lake,method,horizon_months,rmse,mae,nse,n_origins,min_exog_lag,requires_foresight
Sipiwesk_Lake,XGBoost_AR_only,3,1.203962969371543,0.9232051184999519,0.17156043112990904,32,,False
Sipiwesk_Lake,XGBoost_AR_only,6,1.8049355976275308,1.471664610375294,-1.0322218490979367,32,,False
Sipiwesk_Lake,XGBoost_AR_only,12,1.2462129093180807,1.1304747729958295,-1.6664277479802858,26,,False
Sipiwesk_Lake,XGBoost_all_vars,1,0.5097018550730198,0.3794426951914905,0.8548818295275471,32,1.0,False
Sipiwesk_Lake,XGBoost_all_vars,3,0.8676112808246474,0.688126071766003,0.5697855875224047,30,1.0,True
Sipiwesk_Lake,XGBoost_all_vars,6,0.990389412081561,0.7863973700512146,0.3881292772853496,27,1.0,True
Sipiwesk_Lake,XGBoost_all_vars,12,0.6433993437595781,0.4717240369329851,0.28926687682006247,21,1.0,True
Sipiwesk_Lake,XGBoost_CCM_direct,1,0.5081931397371667,0.39391594920559214,0.8557396564058131,32,1.0,False
Sipiwesk_Lake,XGBoost_CCM_direct,3,0.8999972312615175,0.7206146156409416,0.5370682988161035,30,1.0,True
Sipiwesk_Lake,XGBoost_CCM_direct,6,1.009216591406372,0.8463795807139538,0.36464498987695204,27,1.0,True
Sipiwesk_Lake,XGBoost_CCM_direct,12,0.5986662546104019,0.4374818116553828,0.3846603700014608,21,1.0,True
Sipiwesk_Lake,XGBoost_CCM_ancestors,1,0.5031690540867526,0.3813409646110036,0.8585779225431426,32,1.0,False
Sipiwesk_Lake,XGBoost_CCM_ancestors,3,0.8308760194438467,0.6665809920791901,0.6054454786932522,30,1.0,True
Sipiwesk_Lake,XGBoost_CCM_ancestors,6,0.9970368520104193,0.795731634021446,0.37988802627857576,27,1.0,True
Sipiwesk_Lake,XGBoost_CCM_ancestors,12,0.7094462974728223,0.4988162045248605,0.13585945654763454,21,1.0,True
Sipiwesk_Lake,XGBoost_Stepwise,1,0.5178026275593365,0.38676354796610707,0.8502324015318021,32,1.0,False
Sipiwesk_Lake,XGBoost_Stepwise,3,0.8385674871151441,0.644871300037088,0.5981068397468949,30,1.0,True
Sipiwesk_Lake,XGBoost_Stepwise,6,0.9456621369787744,0.7322795356427096,0.44214709722564827,27,1.0,True
Sipiwesk_Lake,XGBoost_Stepwise,12,0.385305502577856,0.30529690094256634,0.7451082663468606,21,1.0,True
Sipiwesk_Lake,XGBoost_CCM_neighbor,1,0.5383675603997098,0.42158336061929685,0.8380998940908315,32,1.0,False
Sipiwesk_Lake,XGBoost_CCM_neighbor,3,0.9534944390116907,0.752276994170555,0.4803978922086899,30,1.0,True
Sipiwesk_Lake,XGBoost_CCM_neighbor,6,1.0409576462834802,0.8453029621174707,0.3240511790557937,27,1.0,True
Sipiwesk_Lake,XGBoost_CCM_neighbor,12,0.740960479212733,0.5487143711037408,0.05738267491430826,21,1.0,True
Skaha_Lake,SARIMA,1,0.044859591725277155,0.03617830553774235,0.2681931208289742,37,,False
Skaha_Lake,SARIMA,3,0.057229053329012146,0.04832927580722928,-0.14735800949356737,35,,False
Skaha_Lake,SARIMA,6,0.06275558168858936,0.052849992344576505,-0.7262191794194022,32,,False
Skaha_Lake,SARIMA,12,0.06723010613844856,0.0571423430111162,-2.348368838192566,26,,False
Skaha_Lake,Persistence,1,0.04851382348934221,0.039451724581724655,0.14411214896013103,37,,False
Skaha_Lake,Persistence,3,0.060073245516177015,0.04655142705971283,-0.2642356108810413,35,,False
Skaha_Lake,Persistence,6,0.06753709803050048,0.05130807705026462,-0.9992909959615501,32,,False
Skaha_Lake,Persistence,12,0.08006127461081099,0.0630384615384615,-3.748437189228267,26,,False
Skaha_Lake,XGBoost_AR_only,1,0.046349432648361055,0.03744546342697071,0.2187775787432622,37,,False
Skaha_Lake,XGBoost_AR_only,3,0.05141335655438367,0.041512440133537484,0.07398559244848446,35,,False
Skaha_Lake,XGBoost_AR_only,6,0.05214641969290547,0.043175504568866374,-0.19190107105930898,32,,False
Skaha_Lake,XGBoost_AR_only,12,0.06504081661436475,0.054622646649315994,-2.133846125574063,26,,False
Skaha_Lake,SARIMAX_all_vars,1,0.04426651001214651,0.034317044476290054,0.28741541853426766,37,1.0,False
Skaha_Lake,SARIMAX_all_vars,3,0.054643195427643274,0.046373157202760654,-0.0460152206285529,35,1.0,True
Skaha_Lake,SARIMAX_all_vars,6,0.056616690201980596,0.048742004286980126,-0.40501245040951384,32,1.0,True
Skaha_Lake,SARIMAX_all_vars,12,0.0578847652655011,0.049501947726341054,-1.4821855935093122,26,1.0,True
Skaha_Lake,XGBoost_all_vars,1,0.042699812134483844,0.03314048640897688,0.33696297181018586,37,1.0,False
Skaha_Lake,XGBoost_all_vars,3,0.04848404295164533,0.0416078928652211,0.17650022965439416,35,1.0,True
Skaha_Lake,XGBoost_all_vars,6,0.04569943729888914,0.03829003162621575,0.08459575114137152,32,1.0,True
Skaha_Lake,XGBoost_all_vars,12,0.046769246316869816,0.03998738127989075,-0.6204156926456457,26,1.0,True
Skaha_Lake,SARIMAX_Stepwise,1,0.04431289822797768,0.035440572866669566,0.28592115809684904,37,1.0,False
Skaha_Lake,SARIMAX_Stepwise,3,0.054740691944017664,0.04702713734715779,-0.04975123277658411,35,1.0,True
Skaha_Lake,SARIMAX_Stepwise,6,0.057803524980638274,0.04955759373928831,-0.46453537246585985,32,1.0,True
Skaha_Lake,SARIMAX_Stepwise,12,0.059774373660490945,0.050695421269204385,-1.6468892243476962,26,1.0,True
Skaha_Lake,XGBoost_Stepwise,1,0.04705885483171744,0.038788993378955826,0.19467985458521087,37,1.0,False
Skaha_Lake,XGBoost_Stepwise,3,0.05416157531071492,0.04601578497872885,-0.027657515707679936,35,1.0,True
Skaha_Lake,XGBoost_Stepwise,6,0.04996129638289798,0.04181517827643805,-0.09410402646345206,32,1.0,True
Skaha_Lake,XGBoost_Stepwise,12,0.05506352184095742,0.04499575635435303,-1.2461236889626321,26,1.0,True
Split_Lake,SARIMA,1,0.2959240570503563,0.16636037894588998,0.8478610171320885,37,,False
Split_Lake,SARIMA,3,0.6460465843782578,0.49555413974227264,0.26393736886268726,35,,False
Split_Lake,SARIMA,6,1.0211721837233,0.8161681733966768,-0.6994839243281901,32,,False
Split_Lake,SARIMA,12,1.2554450828111452,1.0704967558008103,-4.979184448555603,26,,False
Split_Lake,Persistence,1,0.21953533142243553,0.16718900226757358,0.9111052618814232,36,,False
Split_Lake,Persistence,3,0.6098202262434567,0.48155371480371634,0.28073254560418104,34,,False
Split_Lake,Persistence,6,1.041627662412028,0.8237752238502253,-0.7668369524952898,31,,False
Split_Lake,Persistence,12,1.2907610933089047,1.121160000000001,-5.244806221974818,25,,False
Split_Lake,XGBoost_AR_only,1,0.31363366488107575,0.20979598639032954,0.8291065924981061,37,,False
Split_Lake,XGBoost_AR_only,3,0.6221585929481767,0.5390025275713638,0.31736381134817615,35,,False
Split_Lake,XGBoost_AR_only,6,0.8326449272947563,0.6230042138498162,-0.12989682785450163,32,,False
Split_Lake,XGBoost_AR_only,12,0.6049603520004714,0.5544789626699808,-0.38835438502414243,26,,False
Split_Lake,XGBoost_all_vars,1,0.31167412619595947,0.23113841561430326,0.8518094693093021,32,1.0,False
Split_Lake,XGBoost_all_vars,3,0.5056137541557989,0.41956936476276496,0.6039526737353168,30,1.0,True
Split_Lake,XGBoost_all_vars,6,0.5397282012797071,0.4415799933124108,0.5874937728997962,27,1.0,True
Split_Lake,XGBoost_all_vars,12,0.444405000126463,0.37183975188520163,0.39015740279331756,21,1.0,True
Split_Lake,XGBoost_CCM_direct,1,0.29956716227339264,0.19998204002050102,0.8630987659011362,32,1.0,False
Split_Lake,XGBoost_CCM_direct,3,0.47271777904168283,0.3909623638615295,0.6538110513931435,30,1.0,True
Split_Lake,XGBoost_CCM_direct,6,0.5187777162014866,0.4167360372708723,0.6188965213420023,27,1.0,True
Split_Lake,XGBoost_CCM_direct,12,0.3181728875195567,0.26155996894348055,0.687401980854931,21,1.0,True
Split_Lake,XGBoost_CCM_ancestors,1,0.2920645286802857,0.18931770928491684,0.8698702539846139,32,1.0,False
Split_Lake,XGBoost_CCM_ancestors,3,0.4917109116247201,0.3941680628503185,0.6254334262054421,30,1.0,True
Split_Lake,XGBoost_CCM_ancestors,6,0.4860877419287297,0.3745718985454982,0.6654125665193614,27,1.0,True
Split_Lake,XGBoost_CCM_ancestors,12,0.31908507010750986,0.26488634948205325,0.685607011954634,21,1.0,True
Split_Lake,XGBoost_Stepwise,1,0.30697620987305985,0.23553476170904225,0.8562432017591577,32,1.0,False
Split_Lake,XGBoost_Stepwise,3,0.4935089890128549,0.40645747902937635,0.6226890042697762,30,1.0,True
Split_Lake,XGBoost_Stepwise,6,0.49000168740117517,0.39452983182842377,0.6600027234442499,27,1.0,True
Split_Lake,XGBoost_Stepwise,12,0.39142207806713547,0.32991770399417775,0.5269026454437009,21,1.0,True
Split_Lake,XGBoost_CCM_neighbor,1,0.32897482424523716,0.21386222911906658,0.8229780131872488,26,1.0,False
Split_Lake,XGBoost_CCM_neighbor,3,0.41034276476789283,0.27381287857205977,0.5688839341963486,20,1.0,True
Split_Lake,XGBoost_CCM_neighbor,6,0.5445946594573792,0.31819561391793344,0.3467142318685339,11,1.0,True
Split_Lake,XGBoost_CCM_neighbor,12,,,,0,1.0,True
Vaseux_Lake,SARIMA,1,0.08267343258345468,0.05764791956493894,0.3723087901625206,37,,False
Vaseux_Lake,SARIMA,3,0.10876005134627173,0.08152422111721391,-0.03027873100681089,35,,False
Vaseux_Lake,SARIMA,6,0.11029742041132348,0.08505259909154551,0.025444318358711415,32,,False
Vaseux_Lake,SARIMA,12,0.09308836026582945,0.07069591992915733,-0.008377303690926041,26,,False
Vaseux_Lake,Persistence,1,0.09630793797329477,0.06477255827255826,0.14819874426331736,37,,False
Vaseux_Lake,Persistence,3,0.1564966929396548,0.12600699168556315,-1.1331738717394462,35,,False
Vaseux_Lake,Persistence,6,0.1785971933458612,0.1479518435846563,-1.5552018084359132,32,,False
Vaseux_Lake,Persistence,12,0.1612835534559696,0.10707692307692314,-2.0270003293578718,26,,False
Vaseux_Lake,XGBoost_AR_only,1,0.10586837770673505,0.0679265953651098,-0.029311022505029705,37,,False
Vaseux_Lake,XGBoost_AR_only,3,0.1325466009083613,0.099551141684536,-0.5302173308784024,35,,False
Vaseux_Lake,XGBoost_AR_only,6,0.13628879224526194,0.10385132135586025,-0.4879770495151685,32,,False
Vaseux_Lake,XGBoost_AR_only,12,0.11928683178358251,0.0895596043886507,-0.6558359580138475,26,,False
Vaseux_Lake,SARIMAX_all_vars,1,0.08209029270016653,0.058391041700258974,0.3811324438712056,37,1.0,False
Vaseux_Lake,SARIMAX_all_vars,3,0.10365887420238383,0.08171157048211082,0.0641011747607162,35,1.0,True
Vaseux_Lake,SARIMAX_all_vars,6,0.10521325485554833,0.08142750295837678,0.11321802091395383,32,1.0,True
Vaseux_Lake,SARIMAX_all_vars,12,0.08987349966670197,0.07056598735750573,0.06006979024486225,26,1.0,True
Vaseux_Lake,XGBoost_all_vars,1,0.09019798948558981,0.05985514001711433,0.2528499640990508,37,1.0,False
Vaseux_Lake,XGBoost_all_vars,3,0.10522600352390321,0.07996341422487759,0.035589169451698766,35,1.0,True
Vaseux_Lake,XGBoost_all_vars,6,0.10960603691957461,0.08451397169532085,0.03762374965336568,32,1.0,True
Vaseux_Lake,XGBoost_all_vars,12,0.08415011045365625,0.0666524400330428,0.1759725443592901,26,1.0,True
Vaseux_Lake,SARIMAX_CCM_direct,1,0.08461636500941443,0.05815381724539151,0.34245900159502385,37,1.0,False
Vaseux_Lake,SARIMAX_CCM_direct,3,0.11398499625693775,0.08258176763520722,-0.13164785635081544,35,1.0,True
Vaseux_Lake,SARIMAX_CCM_direct,6,0.11772871787110642,0.09019390738687154,-0.11030111389047281,32,1.0,True
Vaseux_Lake,SARIMAX_CCM_direct,12,0.09246710391849958,0.07693977702294473,0.005037270390352622,26,1.0,True
Vaseux_Lake,XGBoost_CCM_direct,1,0.09301829657598969,0.0639182775381578,0.2053957722328058,37,1.0,False
Vaseux_Lake,XGBoost_CCM_direct,3,0.12837155023140268,0.09532477773403153,-0.43533573729370034,35,1.0,True
Vaseux_Lake,XGBoost_CCM_direct,6,0.13638347476063364,0.10541840694907853,-0.4900452217467932,32,1.0,True
Vaseux_Lake,XGBoost_CCM_direct,12,0.13793629839120783,0.1004909964697274,-1.2140602549455988,26,1.0,True
Vaseux_Lake,SARIMAX_CCM_ancestors,1,0.08461636500941443,0.05815381724539151,0.34245900159502385,37,1.0,False
Vaseux_Lake,SARIMAX_CCM_ancestors,3,0.11398499625693775,0.08258176763520722,-0.13164785635081544,35,1.0,True
Vaseux_Lake,SARIMAX_CCM_ancestors,6,0.11772871787110642,0.09019390738687154,-0.11030111389047281,32,1.0,True
Vaseux_Lake,SARIMAX_CCM_ancestors,12,0.09246710391849958,0.07693977702294473,0.005037270390352622,26,1.0,True
Vaseux_Lake,XGBoost_CCM_ancestors,1,0.09301829657598969,0.0639182775381578,0.2053957722328058,37,1.0,False
Vaseux_Lake,XGBoost_CCM_ancestors,3,0.12837155023140268,0.09532477773403153,-0.43533573729370034,35,1.0,True
Vaseux_Lake,XGBoost_CCM_ancestors,6,0.13638347476063364,0.10541840694907853,-0.4900452217467932,32,1.0,True
Vaseux_Lake,XGBoost_CCM_ancestors,12,0.13793629839120783,0.1004909964697274,-1.2140602549455988,26,1.0,True
Vaseux_Lake,SARIMAX_Stepwise,1,0.0820902925286022,0.05839104121750116,0.38113244645800615,37,1.0,False
Vaseux_Lake,SARIMAX_Stepwise,3,0.10365887543111878,0.08171157111670276,0.06410115257310123,35,1.0,True
Vaseux_Lake,SARIMAX_Stepwise,6,0.10521325460305042,0.08142750238499724,0.11321802517027313,32,1.0,True
Vaseux_Lake,SARIMAX_Stepwise,12,0.08987350025772425,0.07056598754970018,0.06006977788260426,26,1.0,True
Vaseux_Lake,XGBoost_Stepwise,1,0.08907660668190422,0.058660773429687715,0.2713123044149741,37,1.0,False
Vaseux_Lake,XGBoost_Stepwise,3,0.10399444783409544,0.07640517554038771,0.05803181839808458,35,1.0,True
Vaseux_Lake,XGBoost_Stepwise,6,0.11226603670959301,0.08460724790969718,-0.00965436957092125,32,1.0,True
Vaseux_Lake,XGBoost_Stepwise,12,0.08322557851009685,0.06576289240289358,0.1939797614436296,26,1.0,True
Vaseux_Lake,SARIMAX_CCM_neighbor,1,0.0817938351632443,0.05681755751738344,0.3855942787850939,37,1.0,False
Vaseux_Lake,SARIMAX_CCM_neighbor,3,0.10994800831363627,0.07997897650319025,-0.05290856786706,35,1.0,True
Vaseux_Lake,SARIMAX_CCM_neighbor,6,0.11655931332855204,0.08925072355313327,-0.08835332237088367,32,1.0,True
Vaseux_Lake,SARIMAX_CCM_neighbor,12,0.09269739150603538,0.08059394008660142,7.5227113964349e-05,26,1.0,True
Vaseux_Lake,XGBoost_CCM_neighbor,1,0.09230915555999596,0.05968787429006264,0.21746519409972243,37,1.0,False
Vaseux_Lake,XGBoost_CCM_neighbor,3,0.12239517158864138,0.09498511566303383,-0.30480165081437915,35,1.0,True
Vaseux_Lake,XGBoost_CCM_neighbor,6,0.12094320805670171,0.09055770227136614,-0.1717606656553241,32,1.0,True
Vaseux_Lake,XGBoost_CCM_neighbor,12,0.10406856361454475,0.077391442249037,-0.2602927040458003,26,1.0,True
