lake,method_1,method_2,horizon_months,dm_stat,p_value,n,p_fdr
Rainy_Lake,XGBoost_CCM_ancestors,XGBoost_Stepwise,6,0.9293339658319437,0.35271603786721517,26,0.6710739791431383
Rainy_Lake,XGBoost_CCM_ancestors,XGBoost_Stepwise,12,0.7451857556513738,0.456159432775904,21,0.7199103844283223
Rainy_Lake,XGBoost_CCM_ancestors,XGBoost_AR_only,1,-0.3363625233167589,0.7365975067710324,31,0.8966156605758645
Rainy_Lake,XGBoost_CCM_ancestors,XGBoost_AR_only,3,0.14256828347628206,0.8866311476691495,29,0.9974600411277933
Rainy_Lake,XGBoost_CCM_ancestors,XGBoost_AR_only,6,0.5221740129307471,0.6015491779933724,26,0.8077253075475525
Rainy_Lake,XGBoost_CCM_ancestors,XGBoost_AR_only,12,1.1249109144489735,0.26062678646079895,21,0.5903994550438507
Rainy_Lake,XGBoost_CCM_ancestors,Persistence,1,-0.7305453067070712,0.46505692959966316,30,0.7270608335994734
Rainy_Lake,XGBoost_CCM_ancestors,Persistence,3,-0.9376639174798159,0.34841715242269,28,0.6710739791431383
Rainy_Lake,XGBoost_CCM_ancestors,Persistence,6,-0.9053970287640482,0.3652550892696542,25,0.6780886726365177
Rainy_Lake,XGBoost_CCM_ancestors,Persistence,12,-0.7562459110428875,0.44950177100438493,20,0.7177480273464315
Rainy_Lake,XGBoost_CCM_ancestors,XGBoost_all_vars,1,0.0984432575982694,0.9215803268752911,31,1.0
Rainy_Lake,XGBoost_CCM_ancestors,XGBoost_all_vars,3,1.020839427289351,0.3073305211142272,29,0.6396316470689853
Rainy_Lake,XGBoost_CCM_ancestors,XGBoost_all_vars,6,1.003846234913396,0.31545273495624526,26,0.6444525198799366
Rainy_Lake,XGBoost_CCM_ancestors,XGBoost_all_vars,12,0.9458654716535584,0.34421720658192934,21,0.6710739791431383
Rainy_Lake,XGBoost_CCM_direct,XGBoost_AR_only,1,2.095285373582881,0.0361456318912341,31,0.1973195970455894
Rainy_Lake,XGBoost_CCM_direct,XGBoost_AR_only,3,0.7107391931169419,0.47724586763133914,29,0.7301044084517897
Rainy_Lake,XGBoost_CCM_direct,XGBoost_AR_only,6,0.9429978114388095,0.3456820223641537,26,0.6710739791431383
Rainy_Lake,XGBoost_CCM_direct,XGBoost_AR_only,12,0.8728023755314515,0.3827708045869609,21,0.6853738806886186
Sipiwesk_Lake,XGBoost_CCM_ancestors,XGBoost_CCM_direct,1,-0.30885710074175476,0.7574302309867287,24,0.9105569202836846
Sipiwesk_Lake,XGBoost_CCM_ancestors,XGBoost_CCM_direct,3,-0.7087660528105248,0.4784696673127282,22,0.7301044084517897
Sipiwesk_Lake,XGBoost_CCM_ancestors,XGBoost_CCM_direct,6,-0.17082474936081454,0.8643615679296264,19,0.9857274045224849
Sipiwesk_Lake,XGBoost_CCM_ancestors,XGBoost_CCM_direct,12,522490.40319361945,0.0,13,0.0
Sipiwesk_Lake,XGBoost_CCM_neighbor,XGBoost_CCM_ancestors,1,1.24201844517973,0.21422975663604893,24,0.5517521778315678
Sipiwesk_Lake,XGBoost_CCM_neighbor,XGBoost_CCM_ancestors,3,1.695203873709091,0.09003675232937813,22,0.37015109290966564
Sipiwesk_Lake,XGBoost_CCM_neighbor,XGBoost_CCM_ancestors,6,0.7119779573327656,0.47647842581595046,19,0.7301044084517897
Sipiwesk_Lake,XGBoost_CCM_neighbor,XGBoost_CCM_ancestors,12,164803.917749859,0.0,13,0.0
Sipiwesk_Lake,XGBoost_CCM_ancestors,XGBoost_Stepwise,1,-0.5233287761861741,0.6007454790704971,24,0.8077253075475525
Sipiwesk_Lake,XGBoost_CCM_ancestors,XGBoost_Stepwise,3,-0.08935515961779988,0.928799658304899,22,1.0
Sipiwesk_Lake,XGBoost_CCM_ancestors,XGBoost_Stepwise,6,0.3724374261665041,0.7095671928370266,19,0.8842723564715644
Sipiwesk_Lake,XGBoost_CCM_ancestors,XGBoost_Stepwise,12,1279443.2779938595,0.0,13,0.0
Sipiwesk_Lake,XGBoost_CCM_ancestors,XGBoost_AR_only,1,-0.7499990358061379,0.453255285463674,24,0.7187333812352544
Sipiwesk_Lake,XGBoost_CCM_ancestors,XGBoost_AR_only,3,-1.5859122117231639,0.11275922525621485,22,0.4266911592081767
Sipiwesk_Lake,XGBoost_CCM_ancestors,XGBoost_AR_only,6,-2.765888201795699,0.005676799295209145,19,0.04500890869772965
Sipiwesk_Lake,XGBoost_CCM_ancestors,XGBoost_AR_only,12,-6.92536193209803,4.348521542851813e-12,13,1.3164160670633217e-10
Sipiwesk_Lake,XGBoost_CCM_ancestors,Persistence,1,-0.7060472484556569,0.4801587551079338,23,0.7301044084517897
Sipiwesk_Lake,XGBoost_CCM_ancestors,Persistence,3,-1.7675113563269793,0.07714262883813916,21,0.34251327204133786
Sipiwesk_Lake,XGBoost_CCM_ancestors,Persistence,6,-2.175607353153058,0.029584633046146447,18,0.16697767465028418
Sipiwesk_Lake,XGBoost_CCM_ancestors,Persistence,12,-4.801500578625911,1.574810539306526e-06,13,3.496079397260488e-05
Sipiwesk_Lake,XGBoost_CCM_ancestors,XGBoost_all_vars,1,-0.2340725099626029,0.8149286870177257,24,0.9488505341849743
Sipiwesk_Lake,XGBoost_CCM_ancestors,XGBoost_all_vars,3,-0.6599347657838889,0.5092956928412788,22,0.7537576254050927
Sipiwesk_Lake,XGBoost_CCM_ancestors,XGBoost_all_vars,6,0.09134156371228594,0.9272211929391538,19,1.0
Sipiwesk_Lake,XGBoost_CCM_ancestors,XGBoost_all_vars,12,1.494027472676565,0.13516843882661922,13,0.47171973388410715
Sipiwesk_Lake,XGBoost_CCM_direct,XGBoost_AR_only,1,-0.6391612290511614,0.5227180512789753,24,0.763443469631135
Sipiwesk_Lake,XGBoost_CCM_direct,XGBoost_AR_only,3,-1.7503658558162576,0.08005520381637754,22,0.34899240970399786
Sipiwesk_Lake,XGBoost_CCM_direct,XGBoost_AR_only,6,-2.8316704488319138,0.0046305546218683435,19,0.039537812540568165
Sipiwesk_Lake,XGBoost_CCM_direct,XGBoost_AR_only,12,-5.637372578902222,1.726642762100994e-08,13,4.106943141283078e-07
Skaha_Lake,XGBoost_all_vars,SARIMAX_all_vars,1,-0.45294851422806476,0.6505858157196971,37,0.8441820163334919
Skaha_Lake,XGBoost_all_vars,SARIMAX_all_vars,3,-0.8214576114375622,0.4113856593449383,35,0.6952470355627449
Skaha_Lake,XGBoost_all_vars,SARIMAX_all_vars,6,-1.3038876803087678,0.19227188134535922,32,0.5285500744269527
Skaha_Lake,XGBoost_all_vars,SARIMAX_all_vars,12,-5.756290330210317,8.598245893054468e-09,26,2.2024737556824135e-07
Split_Lake,XGBoost_CCM_ancestors,XGBoost_CCM_direct,1,-0.8881966609755368,0.3744349745727962,31,0.6813488881570553
Split_Lake,XGBoost_CCM_ancestors,XGBoost_CCM_direct,3,0.4744530541284851,0.635176867647063,29,0.8441820163334919
Split_Lake,XGBoost_CCM_ancestors,XGBoost_CCM_direct,6,-0.7100836955959192,0.47765223636147347,26,0.7301044084517897
Split_Lake,XGBoost_CCM_ancestors,XGBoost_CCM_direct,12,0.042442423137874524,0.9661460100267407,21,1.0
Split_Lake,XGBoost_CCM_neighbor,XGBoost_CCM_ancestors,1,0.797180336265028,0.4253463044708843,25,0.7046782059144501
Split_Lake,XGBoost_CCM_neighbor,XGBoost_CCM_ancestors,3,-0.44463159243449835,0.656586012703827,19,0.8441820163334919
Split_Lake,XGBoost_CCM_neighbor,XGBoost_CCM_ancestors,6,1.214492078720271,0.22455987286658718,10,0.5580480422729368
Split_Lake,XGBoost_CCM_ancestors,XGBoost_Stepwise,1,-0.37321062376880515,0.7089916898632542,31,0.8842723564715644
Split_Lake,XGBoost_CCM_ancestors,XGBoost_Stepwise,3,-0.0283092292338192,0.9774155196870438,29,1.0
Split_Lake,XGBoost_CCM_ancestors,XGBoost_Stepwise,6,-0.06346369903016415,0.949397264926068,26,1.0
Split_Lake,XGBoost_CCM_ancestors,XGBoost_Stepwise,12,-2.949616037277205,0.003181690696889561,21,0.031161853001888933
Split_Lake,XGBoost_CCM_ancestors,XGBoost_AR_only,1,-1.394435696888831,0.1631860748053815,31,0.49062976258874474
Split_Lake,XGBoost_CCM_ancestors,XGBoost_AR_only,3,-3.4239760650088256,0.0006171205602560903,29,0.008220045862611122
Split_Lake,XGBoost_CCM_ancestors,XGBoost_AR_only,6,-1.6248460780745986,0.10419536008303387,26,0.41306017747202717
Split_Lake,XGBoost_CCM_ancestors,XGBoost_AR_only,12,-3.293965110462574,0.0009878475924580687,21,0.011748330296019174
Split_Lake,XGBoost_CCM_ancestors,Persistence,1,-1.40100203095171,0.1612134657803086,30,0.49062976258874474
Split_Lake,XGBoost_CCM_ancestors,Persistence,3,-2.5797013635491024,0.009888578861739328,28,0.06860201585331659
Split_Lake,XGBoost_CCM_ancestors,Persistence,6,-2.409651131407009,0.01596778112187236,25,0.09846798358487954
Split_Lake,XGBoost_CCM_ancestors,Persistence,12,-8.514213973585717,0.0,20,0.0
Split_Lake,XGBoost_CCM_ancestors,XGBoost_all_vars,1,-0.5263109820227421,0.5986721539302755,31,0.8077253075475525
Split_Lake,XGBoost_CCM_ancestors,XGBoost_all_vars,3,-0.2783857237417847,0.7807162773501461,29,0.9221682308193297
Split_Lake,XGBoost_CCM_ancestors,XGBoost_all_vars,6,-0.9375307185574893,0.34848563010930267,26,0.6710739791431383
Split_Lake,XGBoost_CCM_ancestors,XGBoost_all_vars,12,-3.6642714458092907,0.0002480436188805335,21,0.0039332630993913174
Split_Lake,XGBoost_CCM_direct,XGBoost_AR_only,1,-1.0375145204961194,0.29949613208722536,31,0.6316007170888733
Split_Lake,XGBoost_CCM_direct,XGBoost_AR_only,3,-3.431416083095708,0.0006004388686033924,29,0.008220045862611122
Split_Lake,XGBoost_CCM_direct,XGBoost_AR_only,6,-1.4438449201675596,0.14878260305690727,26,0.47658416629687317
Split_Lake,XGBoost_CCM_direct,XGBoost_AR_only,12,-3.818694077284413,0.00013416001400146094,21,0.0024819602590270273
Vaseux_Lake,XGBoost_CCM_ancestors,XGBoost_CCM_direct,1,0.0,1.0,37,1.0
Vaseux_Lake,XGBoost_CCM_ancestors,XGBoost_CCM_direct,3,0.0,1.0,35,1.0
Vaseux_Lake,XGBoost_CCM_ancestors,XGBoost_CCM_direct,6,0.0,1.0,32,1.0
Vaseux_Lake,XGBoost_CCM_ancestors,XGBoost_CCM_direct,12,0.0,1.0,26,1.0
Vaseux_Lake,SARIMAX_CCM_ancestors,SARIMAX_CCM_direct,1,0.0,1.0,37,1.0
Vaseux_Lake,SARIMAX_CCM_ancestors,SARIMAX_CCM_direct,3,0.0,1.0,35,1.0
Vaseux_Lake,SARIMAX_CCM_ancestors,SARIMAX_CCM_direct,6,0.0,1.0,32,1.0
Vaseux_Lake,SARIMAX_CCM_ancestors,SARIMAX_CCM_direct,12,0.0,1.0,26,1.0
Vaseux_Lake,XGBoost_CCM_neighbor,XGBoost_CCM_ancestors,1,-0.19637885032059632,0.8443136489556555,37,0.9695049831111493
Vaseux_Lake,XGBoost_CCM_neighbor,XGBoost_CCM_ancestors,3,-0.5420472605624513,0.5877859489609469,35,0.8077253075475525
Vaseux_Lake,XGBoost_CCM_neighbor,XGBoost_CCM_ancestors,6,-1.3699297833994235,0.17070882146948962,32,0.49062976258874474
Vaseux_Lake,XGBoost_CCM_neighbor,XGBoost_CCM_ancestors,12,-3.110845548698817,0.00186552486626268,26,0.018824841832287043
Vaseux_Lake,SARIMAX_CCM_neighbor,SARIMAX_CCM_ancestors,1,-1.062267116802431,0.28811443806785064,37,0.6150135120294504
Vaseux_Lake,SARIMAX_CCM_neighbor,SARIMAX_CCM_ancestors,3,-0.7079365659283505,0.4789846509560909,35,0.7301044084517897
Vaseux_Lake,SARIMAX_CCM_neighbor,SARIMAX_CCM_ancestors,6,-0.15982658504228756,0.8730176814421511,32,0.9922009826629226
Vaseux_Lake,SARIMAX_CCM_neighbor,SARIMAX_CCM_ancestors,12,0.03452636972867462,0.9724574148774607,26,1.0
Vaseux_Lake,XGBoost_CCM_ancestors,XGBoost_Stepwise,1,1.0095024060240463,0.3127337483149528,37,0.6428415937585141
Vaseux_Lake,XGBoost_CCM_ancestors,XGBoost_Stepwise,3,1.4610052494093333,0.14401400082926075,35,0.47658416629687317
Vaseux_Lake,XGBoost_CCM_ancestors,XGBoost_Stepwise,6,1.4698062477165958,0.14161423657391325,32,0.47633879574861726
Vaseux_Lake,XGBoost_CCM_ancestors,XGBoost_Stepwise,12,61697.75621471626,0.0,26,0.0
Vaseux_Lake,SARIMAX_CCM_ancestors,SARIMAX_Stepwise,1,0.4725817387077423,0.6365116133498872,37,0.8441820163334919
Vaseux_Lake,SARIMAX_CCM_ancestors,SARIMAX_Stepwise,3,0.8735351863722626,0.3823714361511037,35,0.6853738806886186
Vaseux_Lake,SARIMAX_CCM_ancestors,SARIMAX_Stepwise,6,0.8585146167488132,0.3906083628591328,32,0.6882147345613293
Vaseux_Lake,SARIMAX_CCM_ancestors,SARIMAX_Stepwise,12,1.8640294007711018,0.06231757567224849,26,0.28821878748414925
Vaseux_Lake,XGBoost_CCM_ancestors,XGBoost_AR_only,1,-0.8651839986487767,0.38693780651489584,37,0.6853738806886186
Vaseux_Lake,XGBoost_CCM_ancestors,XGBoost_AR_only,3,-0.4543005641940531,0.649612510046166,35,0.8441820163334919
Vaseux_Lake,XGBoost_CCM_ancestors,XGBoost_AR_only,6,0.014168660966557754,0.988695422402921,32,1.0
Vaseux_Lake,XGBoost_CCM_ancestors,XGBoost_AR_only,12,8.776544767625829,0.0,26,0.0
Vaseux_Lake,XGBoost_CCM_ancestors,Persistence,1,-0.3155178790159132,0.7523684783196014,37,0.9077489249290843
Vaseux_Lake,XGBoost_CCM_ancestors,Persistence,3,-1.1944518974502132,0.23230124636422866,35,0.5646446353232711
Vaseux_Lake,XGBoost_CCM_ancestors,Persistence,6,-1.5587574128133828,0.11905380738219917,32,0.4421702332772688
Vaseux_Lake,XGBoost_CCM_ancestors,Persistence,12,-0.9130815513384001,0.36119965235699913,26,0.6757274395218017
Vaseux_Lake,XGBoost_CCM_ancestors,XGBoost_all_vars,1,0.6768669047855883,0.49849040388718624,37,0.7511190248616878
Vaseux_Lake,XGBoost_CCM_ancestors,XGBoost_all_vars,3,1.369285440022677,0.17091006744833148,35,0.49062976258874474
Vaseux_Lake,XGBoost_CCM_ancestors,XGBoost_all_vars,6,1.4462056533264522,0.1481195285444552,32,0.47658416629687317
Vaseux_Lake,XGBoost_CCM_ancestors,XGBoost_all_vars,12,18.48865336759949,0.0,26,0.0
Vaseux_Lake,XGBoost_CCM_direct,XGBoost_AR_only,1,-0.8651839986487767,0.38693780651489584,37,0.6853738806886186
Vaseux_Lake,XGBoost_CCM_direct,XGBoost_AR_only,3,-0.4543005641940531,0.649612510046166,35,0.8441820163334919
Vaseux_Lake,XGBoost_CCM_direct,XGBoost_AR_only,6,0.014168660966557754,0.988695422402921,32,1.0
Vaseux_Lake,XGBoost_CCM_direct,XGBoost_AR_only,12,8.776544767625829,0.0,26,0.0
Vaseux_Lake,SARIMAX_CCM_ancestors,SARIMA,1,0.2989372898593291,0.7649878940976744,37,0.9163344199083655
Vaseux_Lake,SARIMAX_CCM_ancestors,SARIMA,3,0.5622482820582149,0.5739468697174517,35,0.8049822238562557
Vaseux_Lake,SARIMAX_CCM_ancestors,SARIMA,6,0.6651916098409231,0.5059279461942161,32,0.7524288773242909
Vaseux_Lake,SARIMAX_CCM_ancestors,SARIMA,12,-0.08330877739739208,0.9336060212043031,26,1.0
Vaseux_Lake,SARIMAX_CCM_ancestors,Persistence,1,-1.2891359922843795,0.19735081266445853,37,0.5324564818894096
Vaseux_Lake,SARIMAX_CCM_ancestors,Persistence,3,-3.1276018053449626,0.0017623877226051743,35,0.018824841832287043
Vaseux_Lake,SARIMAX_CCM_ancestors,Persistence,6,-3.3793273978065628,0.0007266341842295798,32,0.009306507051863463
Vaseux_Lake,SARIMAX_CCM_ancestors,Persistence,12,-1.9492363341568053,0.05126720772279447,26,0.25105853193662586
Vaseux_Lake,XGBoost_CCM_ancestors,SARIMAX_CCM_ancestors,1,1.099406157002943,0.2715909463834121,37,0.594998586484712
Vaseux_Lake,XGBoost_CCM_ancestors,SARIMAX_CCM_ancestors,3,0.6447705778705624,0.5190758712776322,35,0.7614637230636632
Vaseux_Lake,XGBoost_CCM_ancestors,SARIMAX_CCM_ancestors,6,0.7998855144107636,0.42377713122054894,32,0.7046782059144501
Vaseux_Lake,XGBoost_CCM_ancestors,SARIMAX_CCM_ancestors,12,53418.63941695628,0.0,26,0.0
Vaseux_Lake,XGBoost_all_vars,SARIMAX_all_vars,1,1.1196344679158623,0.26286956119014904,37,0.5914565126778354
Vaseux_Lake,XGBoost_all_vars,SARIMAX_all_vars,3,0.33482668593253867,0.7377558288221828,35,0.8966156605758645
Vaseux_Lake,XGBoost_all_vars,SARIMAX_all_vars,6,0.571635210327775,0.5675691361369581,32,0.8008496709051146
Vaseux_Lake,XGBoost_all_vars,SARIMAX_all_vars,12,-1.4144042704235726,0.15724323695583076,26,0.4865722083945754
