cause,effect,status,obs_lag,obs_rho,obs_n,p_value,null_mean,null_std,n_valid_surrogates,convergence_diagnostic_pass,kendall_tau,kendall_p,completed_at,lake,p_fdr,statistically_significant,lag_resolution,causal_evidence
WL,SWE,OK,-3,0.21392,328,0.16766467065868262,0.15482907999999998,0.06525364986231497,500,True,0.8888888888888888,0.00024250440917107584,2026-08-27T07:38:14,Lake_of_the_Woods,0.2257024412713035,False,not_significant,False
WL,T,OK,0,0.17054,328,0.5249500998003992,0.17785684,0.07048554711438651,500,True,0.5555555555555556,0.04461529982363316,2026-08-27T09:17:58,Lake_of_the_Woods,0.558174789661184,False,not_significant,False
Evap,P,OK,0,0.07546,330,0.9620758483033932,0.1386473,0.038596695600919,500,False,-0.2222222222222222,0.47670855379188715,2026-08-27T07:04:31,Okanagan_Lake,0.9643719720463607,False,not_significant,False
Evap,R,OK,5,0.39454,330,0.001996007984031936,0.12682464,0.04353544131016016,500,True,1.0,5.5114638447971785e-06,2026-08-27T07:04:19,Okanagan_Lake,0.004960493214753924,True,resolved,True
Evap,RegFlow,OK,7,0.11779,328,0.3932135728542914,0.1114242,0.041367900492531647,500,True,1.0,5.5114638447971785e-06,2026-08-27T07:06:42,Okanagan_Lake,0.4463505421589254,False,not_significant,False
Evap,SWE,OK,5,0.32441,330,0.001996007984031936,0.132083,0.04375126656680924,500,True,0.9444444444444445,4.96031746031746e-05,2026-08-27T09:19:12,Okanagan_Lake,0.004960493214753924,True,resolved,True
Evap,T,OK,0,0.18586,327,0.06986027944111776,0.11521729999999998,0.04396943852393387,500,True,0.8333333333333334,0.0008542768959435626,2026-08-27T07:06:00,Okanagan_Lake,0.10907552923891994,False,not_significant,False
Evap,WL,OK,-1,0.19492,333,0.20159680638722555,0.16513402000000002,0.04045730400854214,500,True,0.9444444444444445,4.96031746031746e-05,2026-08-27T09:01:32,Okanagan_Lake,0.2621382621753397,False,not_significant,False
P,Evap,OK,5,0.2026,328,0.015968063872255488,0.10535130000000001,0.04089635748706723,500,True,1.0,5.5114638447971785e-06,2026-08-27T06:59:01,Okanagan_Lake,0.031634843520506155,True,resolved,True
P,R,OK,3,0.22261,331,0.003992015968063872,0.10506872000000002,0.04025970417628028,500,True,1.0,5.5114638447971785e-06,2026-08-27T06:57:06,Okanagan_Lake,0.00877825500830799,True,resolved,True
P,RegFlow,OK,4,0.31943,330,0.001996007984031936,0.11438203999999999,0.04328672655027636,500,True,0.9444444444444445,4.96031746031746e-05,2026-08-27T07:02:59,Okanagan_Lake,0.004960493214753924,True,resolved,True
P,SWE,OK,4,0.24477,330,0.003992015968063872,0.11177374000000001,0.04397577935878339,500,True,0.9444444444444445,4.96031746031746e-05,2026-08-27T07:00:10,Okanagan_Lake,0.00877825500830799,True,resolved,True
P,T,OK,5,0.23841,327,0.003992015968063872,0.1095865,0.046742032398581046,500,True,0.8333333333333334,0.0008542768959435626,2026-08-27T06:46:45,Okanagan_Lake,0.00877825500830799,True,resolved,True
P,WL,OK,2,0.21783,333,0.041916167664670656,0.15296594,0.036450923155887285,500,True,0.8333333333333334,0.0008542768959435626,2026-08-27T06:51:17,Okanagan_Lake,0.07098705814178095,False,not_significant,False
R,Evap,OK,3,0.33431,328,0.001996007984031936,0.10417102,0.0450873489613173,500,True,0.8333333333333334,0.0008542768959435626,2026-08-27T06:58:07,Okanagan_Lake,0.004960493214753924,True,resolved,True
R,P,OK,-1,0.28173,329,0.007984031936127744,0.13026501999999998,0.04662356010215865,500,False,-0.05555555555555555,0.919455467372134,2026-08-27T06:58:20,Okanagan_Lake,0.016766467065868262,False,not_significant,False
R,RegFlow,OK,5,0.54087,330,0.001996007984031936,0.1353101,0.054972605317466984,500,True,0.5555555555555556,0.04461529982363316,2026-08-27T07:03:18,Okanagan_Lake,0.004960493214753924,True,resolved,True
R,SWE,OK,2,0.70473,330,0.001996007984031936,0.15135469999999998,0.060716486796503634,500,True,0.9444444444444445,4.96031746031746e-05,2026-08-27T06:49:02,Okanagan_Lake,0.004960493214753924,True,resolved,True
R,T,OK,-1,0.16045,326,0.18163672654690619,0.11729328,0.04729665519718704,500,True,0.9444444444444445,4.96031746031746e-05,2026-08-27T06:56:30,Okanagan_Lake,0.23989756336383836,False,not_significant,False
R,WL,OK,0,0.38913,334,0.003992015968063872,0.17954844,0.05573056817910975,500,True,0.9444444444444445,4.96031746031746e-05,2026-08-27T06:50:42,Okanagan_Lake,0.00877825500830799,True,unresolved_contemporaneous,True
RegFlow,Evap,OK,-2,0.22864,326,0.0658682634730539,0.13058784,0.06557559560792718,500,True,1.0,5.5114638447971785e-06,2026-08-27T08:56:38,Okanagan_Lake,0.10361299872165783,False,not_significant,False
RegFlow,P,OK,-1,0.58369,329,0.001996007984031936,0.16474774,0.06367509949338439,500,True,1.0,5.5114638447971785e-06,2026-08-27T09:03:26,Okanagan_Lake,0.004960493214753924,True,rejected_reverse,False
RegFlow,R,OK,2,0.62672,331,0.001996007984031936,0.16003086000000002,0.06575157890621638,500,False,0.1111111111111111,0.761414241622575,2026-08-27T07:01:26,Okanagan_Lake,0.004960493214753924,False,not_significant,False
RegFlow,SWE,OK,-1,0.55334,329,0.001996007984031936,0.18406724,0.07688123983900365,500,True,0.9444444444444445,4.96031746031746e-05,2026-08-27T07:36:55,Okanagan_Lake,0.004960493214753924,True,rejected_reverse,False
RegFlow,T,OK,-8,0.25917,319,0.11177644710578842,0.16782484,0.06993446079705198,500,True,0.9444444444444445,4.96031746031746e-05,2026-08-27T06:47:14,Okanagan_Lake,0.15860171548794302,False,not_significant,False
RegFlow,WL,OK,1,0.46411,334,0.001996007984031936,0.21486606,0.05298781004605116,500,True,0.7222222222222222,0.0058862433862433864,2026-08-27T06:46:17,Okanagan_Lake,0.004960493214753924,True,resolved,True
SWE,Evap,OK,1,0.35066,328,0.001996007984031936,0.07630070000000001,0.061518689554557325,500,True,1.0,5.5114638447971785e-06,2026-08-27T06:57:56,Okanagan_Lake,0.004960493214753924,True,resolved,True
SWE,P,OK,0,0.38535,330,0.001996007984031936,0.1592492,0.05998592618406421,500,True,0.8888888888888888,0.00024250440917107584,2026-08-27T06:59:02,Okanagan_Lake,0.004960493214753924,True,unresolved_contemporaneous,True
SWE,R,OK,4,0.71973,331,0.001996007984031936,0.2135228,0.07352293734719799,500,True,1.0,5.5114638447971785e-06,2026-08-27T06:50:05,Okanagan_Lake,0.004960493214753924,True,resolved,True
SWE,RegFlow,OK,2,0.55295,330,0.001996007984031936,0.19121030000000003,0.06591779805568447,500,True,0.7777777777777778,0.0024250440917107582,2026-08-27T06:59:08,Okanagan_Lake,0.004960493214753924,True,resolved,True
SWE,T,OK,2,0.26454,327,0.0658682634730539,0.1518609,0.07501176997638438,500,False,0.2777777777777778,0.35848765432098767,2026-08-27T07:05:26,Okanagan_Lake,0.10361299872165783,False,not_significant,False
SWE,WL,OK,-4,0.30752,330,0.08582834331337326,0.22220484,0.056102380984895825,500,True,1.0,5.5114638447971785e-06,2026-08-27T06:50:49,Okanagan_Lake,0.1287425149700599,False,not_significant,False
T,Evap,OK,2,0.27266,328,0.001996007984031936,0.10856682000000001,0.04600257910256337,500,True,1.0,5.5114638447971785e-06,2026-08-27T06:59:31,Okanagan_Lake,0.004960493214753924,True,resolved,True
T,P,OK,3,0.18729,330,0.14770459081836326,0.13869363999999998,0.04563807753127207,500,True,0.9444444444444445,4.96031746031746e-05,2026-08-27T07:03:44,Okanagan_Lake,0.2033964857170904,False,not_significant,False
T,R,OK,5,0.15675,330,0.16766467065868262,0.11591138000000001,0.04570163897165615,500,True,0.5555555555555556,0.04461529982363316,2026-08-27T06:57:12,Okanagan_Lake,0.2257024412713035,False,not_significant,False
T,RegFlow,OK,-11,0.10148,319,0.7105788423153693,0.1277548,0.045870581986279614,500,True,0.9444444444444445,4.96031746031746e-05,2026-08-27T08:56:18,Okanagan_Lake,0.7279100335913539,False,not_significant,False
T,SWE,OK,4,0.19181,330,0.10778443113772455,0.12597028,0.05346890687045697,500,True,0.8333333333333334,0.0008542768959435626,2026-08-27T07:08:17,Okanagan_Lake,0.15450328012916148,False,not_significant,False
T,WL,OK,-9,0.16103,325,0.5289421157684631,0.16643799999999997,0.03955142287200297,500,True,1.0,5.5114638447971785e-06,2026-08-27T07:01:57,Okanagan_Lake,0.5609992136938244,False,not_significant,False
WL,Evap,OK,-3,0.1457,325,0.4411177644710579,0.13596612,0.06710361151343197,500,True,0.9444444444444445,4.96031746031746e-05,2026-08-27T07:02:26,Okanagan_Lake,0.4901308494122865,False,not_significant,False
WL,P,OK,-1,0.28495,329,0.04790419161676647,0.15782510000000002,0.06800706849578211,500,False,0.05555555555555555,0.919455467372134,2026-08-27T07:05:46,Okanagan_Lake,0.07952474497645028,False,not_significant,False
WL,R,OK,2,0.45628,331,0.001996007984031936,0.16773584,0.06653015525830674,500,True,0.8888888888888888,0.00024250440917107584,2026-08-27T07:02:41,Okanagan_Lake,0.004960493214753924,True,resolved,True
WL,RegFlow,OK,5,0.57326,330,0.001996007984031936,0.19263774,0.0724468808568899,500,True,1.0,5.5114638447971785e-06,2026-08-27T07:14:18,Okanagan_Lake,0.004960493214753924,True,resolved,True
WL,SWE,OK,-4,0.30826,326,0.03992015968063872,0.1766963,0.07527319238952204,500,True,1.0,5.5114638447971785e-06,2026-08-27T06:55:49,Okanagan_Lake,0.06843455945252352,False,not_significant,False
WL,T,OK,1,0.22538,327,0.2834331337325349,0.17411298,0.08257829542270535,500,True,1.0,5.5114638447971785e-06,2026-08-27T06:45:18,Okanagan_Lake,0.3501232828460725,False,not_significant,False
Evap,P,OK,10,0.19676,325,0.01996007984031936,0.10361884,0.037090052799293775,500,True,1.0,5.5114638447971785e-06,2026-08-27T08:19:06,Playgreen_Lake,0.03810560696788241,True,resolved,True
Evap,R,OK,6,0.15546,329,0.3473053892215569,0.14272379999999998,0.04170636983915047,500,False,0.5,0.07517636684303351,2026-08-27T08:23:31,Playgreen_Lake,0.41089651682550393,False,not_significant,False
Evap,RegFlow,OK,1,0.16939,330,0.3592814371257485,0.15276376,0.04141230625626156,500,True,0.8333333333333334,0.0008542768959435626,2026-08-27T08:10:11,Playgreen_Lake,0.420329257918703,False,not_significant,False
Evap,SWE,OK,4,0.18961,329,0.059880239520958084,0.1077226,0.04899080774226936,500,True,0.8888888888888888,0.00024250440917107584,2026-08-27T08:10:19,Playgreen_Lake,0.09635900612567967,False,not_significant,False
Evap,T,OK,1,0.46673,333,0.001996007984031936,0.14430078,0.04049063490230303,500,True,0.8888888888888888,0.00024250440917107584,2026-08-27T08:33:13,Playgreen_Lake,0.004960493214753924,True,resolved,True
Evap,WL,OK,-12,0.18909,288,0.36327345309381237,0.17601906,0.0397557111484174,500,True,1.0,5.5114638447971785e-06,2026-08-27T08:20:15,Playgreen_Lake,0.42264501467978166,False,not_significant,False
P,Evap,OK,9,0.20485,326,0.001996007984031936,0.0892277,0.03937245782155339,500,True,1.0,5.5114638447971785e-06,2026-08-27T08:03:43,Playgreen_Lake,0.004960493214753924,True,resolved,True
P,R,OK,2,0.40118,332,0.001996007984031936,0.12786086,0.03750995700158026,500,True,0.7777777777777778,0.0024250440917107582,2026-08-27T08:22:04,Playgreen_Lake,0.004960493214753924,True,resolved,True
P,RegFlow,OK,2,0.26798,330,0.001996007984031936,0.1308517,0.03661474836879259,500,True,0.9444444444444445,4.96031746031746e-05,2026-08-27T08:22:09,Playgreen_Lake,0.004960493214753924,True,resolved,True
P,SWE,OK,-6,0.08282,323,0.7504990019960079,0.11116936000000001,0.04137437173408679,500,True,0.8888888888888888,0.00024250440917107584,2026-08-27T08:19:34,Playgreen_Lake,0.766933286711249,False,not_significant,False
P,T,OK,1,0.20819,333,0.05189620758483034,0.13690607999999999,0.03708995096024798,500,True,0.9444444444444445,4.96031746031746e-05,2026-08-27T08:04:52,Playgreen_Lake,0.08514221556886227,False,not_significant,False
P,WL,OK,6,0.32978,289,0.001996007984031936,0.15369402,0.041646978114139324,500,True,1.0,5.5114638447971785e-06,2026-08-27T08:03:23,Playgreen_Lake,0.004960493214753924,True,resolved,True
R,Evap,OK,0,0.29113,328,0.017964071856287425,0.13499904,0.06524485706841882,500,True,1.0,5.5114638447971785e-06,2026-08-27T08:19:41,Playgreen_Lake,0.03509260548670102,True,unresolved_contemporaneous,True
R,P,OK,0,0.52697,331,0.001996007984031936,0.13067421999999998,0.05094279119553227,500,True,1.0,5.5114638447971785e-06,2026-08-27T08:30:40,Playgreen_Lake,0.004960493214753924,True,unresolved_contemporaneous,True
R,RegFlow,OK,3,0.68552,329,0.001996007984031936,0.19851864,0.0552013007287908,500,True,1.0,5.5114638447971785e-06,2026-08-27T08:05:52,Playgreen_Lake,0.004960493214753924,True,resolved,True
R,SWE,OK,-3,0.46194,326,0.001996007984031936,0.15911840000000002,0.058978123451327275,500,True,0.9444444444444445,4.96031746031746e-05,2026-08-27T08:19:39,Playgreen_Lake,0.004960493214753924,True,rejected_reverse,False
R,T,OK,1,0.14244,333,0.3852295409181637,0.13515805999999997,0.04360553864862123,500,True,0.6666666666666666,0.012665343915343916,2026-08-27T08:19:07,Playgreen_Lake,0.4384726481995359,False,not_significant,False
R,WL,OK,1,0.53112,294,0.001996007984031936,0.20402375999999997,0.05298461325953413,500,True,1.0,5.5114638447971785e-06,2026-08-27T08:06:10,Playgreen_Lake,0.004960493214753924,True,resolved,True
RegFlow,Evap,OK,12,0.2039,322,0.2754491017964072,0.15785096,0.0833234174759917,500,True,0.611111111111111,0.02474096119929453,2026-08-27T08:11:21,Playgreen_Lake,0.34227403181802074,False,not_significant,False
RegFlow,P,OK,-4,0.38335,326,0.001996007984031936,0.11374124000000001,0.06228811589430523,500,True,1.0,5.5114638447971785e-06,2026-08-27T08:23:47,Playgreen_Lake,0.004960493214753924,True,rejected_reverse,False
RegFlow,R,OK,0,0.69817,331,0.001996007984031936,0.21305748,0.07145541913983572,500,True,1.0,5.5114638447971785e-06,2026-08-27T08:28:28,Playgreen_Lake,0.004960493214753924,True,unresolved_contemporaneous,True
RegFlow,SWE,OK,-4,0.38489,324,0.001996007984031936,0.15280942,0.06711429616306498,500,True,0.9444444444444445,4.96031746031746e-05,2026-08-27T08:10:19,Playgreen_Lake,0.004960493214753924,True,rejected_reverse,False
RegFlow,T,OK,11,0.30303,323,0.003992015968063872,0.13668526,0.04937936256506761,500,True,1.0,5.5114638447971785e-06,2026-08-27T08:25:03,Playgreen_Lake,0.00877825500830799,True,resolved,True
RegFlow,WL,OK,0,0.60737,293,0.001996007984031936,0.2207185,0.061988688364491146,500,True,0.8888888888888888,0.00024250440917107584,2026-08-27T08:09:49,Playgreen_Lake,0.004960493214753924,True,unresolved_contemporaneous,True
SWE,Evap,OK,2,0.39872,328,0.007984031936127744,0.1815349,0.07193328529818446,500,True,0.9444444444444445,4.96031746031746e-05,2026-08-27T10:01:14,Playgreen_Lake,0.016766467065868262,True,resolved,True
SWE,P,OK,-1,0.34158,330,0.003992015968063872,0.13563744,0.05285436823051052,500,True,0.9444444444444445,4.96031746031746e-05,2026-08-27T08:26:54,Playgreen_Lake,0.00877825500830799,True,rejected_reverse,False
SWE,R,OK,6,0.44978,329,0.001996007984031936,0.16958882,0.06401552093053371,500,True,1.0,5.5114638447971785e-06,2026-08-27T08:10:33,Playgreen_Lake,0.004960493214753924,True,resolved,True
SWE,RegFlow,OK,6,0.22986,326,0.2714570858283433,0.19243938,0.0642743140999233,500,True,0.5555555555555556,0.04461529982363316,2026-08-27T08:22:17,Playgreen_Lake,0.3393213572854291,False,not_significant,False
SWE,T,OK,0,0.38591,333,0.001996007984031936,0.1671027,0.05876234222110279,500,False,0.16666666666666666,0.612202380952381,2026-08-27T08:05:42,Playgreen_Lake,0.004960493214753924,False,not_significant,False
SWE,WL,OK,-10,0.23442,288,0.405189620758483,0.2239426,0.06874550157821237,500,True,0.8888888888888888,0.00024250440917107584,2026-08-27T08:17:17,Playgreen_Lake,0.45502577732236066,False,not_significant,False
T,Evap,OK,2,0.34839,328,0.001996007984031936,0.14442016000000002,0.046960514230302036,500,True,0.7222222222222222,0.0058862433862433864,2026-08-27T08:27:27,Playgreen_Lake,0.004960493214753924,True,resolved,True
T,P,OK,2,0.13789,331,0.29740518962075846,0.12035230000000001,0.037007413437174994,500,True,0.9444444444444445,4.96031746031746e-05,2026-08-27T08:13:59,Playgreen_Lake,0.3641696199437859,False,not_significant,False
T,R,OK,-10,0.20921,322,0.04790419161676647,0.1346138,0.03963015703678197,500,True,0.8888888888888888,0.00024250440917107584,2026-08-27T08:14:43,Playgreen_Lake,0.07952474497645028,False,not_significant,False
T,RegFlow,OK,-7,0.15783,323,0.3373253493013972,0.1428023,0.036528335698605266,500,True,0.9444444444444445,4.96031746031746e-05,2026-08-27T08:20:46,Playgreen_Lake,0.4013502739563366,False,not_significant,False
T,SWE,OK,2,0.45816,329,0.001996007984031936,0.12289658,0.050287619714036974,500,True,1.0,5.5114638447971785e-06,2026-08-27T08:19:59,Playgreen_Lake,0.004960493214753924,True,resolved,True
T,WL,OK,-10,0.22736,288,0.08582834331337326,0.1692569,0.041957003446266274,500,True,0.8333333333333334,0.0008542768959435626,2026-08-27T08:16:21,Playgreen_Lake,0.1287425149700599,False,not_significant,False
WL,Evap,OK,12,0.25825,299,0.18962075848303392,0.17928268,0.09063801211863376,500,False,0.2222222222222222,0.47670855379188715,2026-08-27T08:18:09,Playgreen_Lake,0.24887724550898202,False,not_significant,False
WL,P,OK,-2,0.32164,300,0.003992015968063872,0.12381287999999997,0.06309905623149684,500,True,0.8333333333333334,0.0008542768959435626,2026-08-27T08:12:18,Playgreen_Lake,0.00877825500830799,True,rejected_reverse,False
WL,R,OK,0,0.68396,303,0.001996007984031936,0.2000793,0.07311180741651789,500,True,0.5555555555555556,0.04461529982363316,2026-08-27T07:57:32,Playgreen_Lake,0.004960493214753924,True,unresolved_contemporaneous,True
WL,RegFlow,OK,2,0.75774,302,0.001996007984031936,0.22961615999999999,0.07139274754801359,500,True,0.9444444444444445,4.96031746031746e-05,2026-08-27T08:03:43,Playgreen_Lake,0.004960493214753924,True,resolved,True
WL,SWE,OK,7,0.21283,300,0.5728542914171657,0.23374364,0.09085851809241884,500,True,0.9444444444444445,4.96031746031746e-05,2026-08-27T08:12:38,Playgreen_Lake,0.6060423234136262,False,not_significant,False
WL,T,OK,12,0.25626,299,0.04790419161676647,0.15273774000000004,0.059020698720808104,500,True,0.9444444444444445,4.96031746031746e-05,2026-08-27T08:10:51,Playgreen_Lake,0.07952474497645028,False,not_significant,False
Evap,P,OK,-4,0.21858,322,0.05189620758483034,0.1266063,0.0506248811446506,500,True,1.0,5.5114638447971785e-06,2026-08-27T07:57:09,Rainy_Lake,0.08514221556886227,False,not_significant,False
Evap,R,OK,2,0.29874,331,0.013972055888223553,0.17318018,0.04728332765962649,500,True,0.5555555555555556,0.04461529982363316,2026-08-27T09:19:50,Rainy_Lake,0.027944111776447105,True,resolved,True
Evap,RegFlow,OK,2,0.26918,321,0.013972055888223553,0.16026144,0.047138330767289585,500,True,0.9444444444444445,4.96031746031746e-05,2026-08-27T07:53:15,Rainy_Lake,0.027944111776447105,True,resolved,True
Evap,SWE,OK,3,0.31701,330,0.003992015968063872,0.13732798,0.04582644904986202,500,True,1.0,5.5114638447971785e-06,2026-08-27T07:54:13,Rainy_Lake,0.00877825500830799,True,resolved,True
Evap,T,OK,-1,0.47753,328,0.001996007984031936,0.15498115999999998,0.052285054398502825,500,True,0.7222222222222222,0.0058862433862433864,2026-08-27T07:49:11,Rainy_Lake,0.004960493214753924,True,rejected_reverse,False
Evap,WL,OK,3,0.18547,332,0.20758483033932135,0.15056830000000002,0.04473101478515774,500,False,-0.1111111111111111,0.761414241622575,2026-08-27T07:48:20,Rainy_Lake,0.2682634730538922,False,not_significant,False
P,Evap,OK,4,0.15085,328,0.1377245508982036,0.1070798,0.042852675127230976,500,True,0.8888888888888888,0.00024250440917107584,2026-08-27T07:48:41,Rainy_Lake,0.19090531807671784,False,not_significant,False
P,R,OK,3,0.50218,331,0.001996007984031936,0.1236811,0.040985280399065224,500,True,0.9444444444444445,4.96031746031746e-05,2026-08-27T07:42:17,Rainy_Lake,0.004960493214753924,True,resolved,True
P,RegFlow,OK,1,0.43642,321,0.001996007984031936,0.12106794,0.04280648753117219,500,True,0.611111111111111,0.02474096119929453,2026-08-27T07:42:05,Rainy_Lake,0.004960493214753924,True,resolved,True
P,SWE,OK,7,0.12153,328,0.36926147704590817,0.10953858,0.03827115623787188,500,True,0.9444444444444445,4.96031746031746e-05,2026-08-27T07:47:43,Rainy_Lake,0.4272003937330818,False,not_significant,False
P,T,OK,5,0.11878,329,0.45708582834331335,0.11607572,0.04209208672994961,500,True,0.9444444444444445,4.96031746031746e-05,2026-08-27T07:31:33,Rainy_Lake,0.5012429449195603,False,not_significant,False
P,WL,OK,1,0.18812,333,0.08183632734530938,0.13310577999999998,0.03703742073081764,500,True,0.7777777777777778,0.0024250440917107582,2026-08-27T07:47:39,Rainy_Lake,0.12453354161242731,False,not_significant,False
R,Evap,OK,2,0.55251,328,0.001996007984031936,0.17423383999999997,0.06748383013473969,500,True,0.9444444444444445,4.96031746031746e-05,2026-08-27T07:58:09,Rainy_Lake,0.004960493214753924,True,resolved,True
R,P,OK,2,0.65637,326,0.001996007984031936,0.16595816000000002,0.06507077544500603,500,True,1.0,5.5114638447971785e-06,2026-08-27T07:46:54,Rainy_Lake,0.004960493214753924,True,resolved,True
R,RegFlow,OK,1,0.79256,321,0.001996007984031936,0.20120049999999998,0.06721917966138831,500,True,0.7222222222222222,0.0058862433862433864,2026-08-27T07:44:28,Rainy_Lake,0.004960493214753924,True,resolved,True
R,SWE,OK,3,0.52626,330,0.001996007984031936,0.1644015,0.06298773869214548,500,True,1.0,5.5114638447971785e-06,2026-08-27T07:51:14,Rainy_Lake,0.004960493214753924,True,resolved,True
R,T,OK,-5,0.30402,324,0.005988023952095809,0.15972658,0.055214935386212305,500,True,0.8888888888888888,0.00024250440917107584,2026-08-27T07:28:46,Rainy_Lake,0.012963763195258967,True,rejected_reverse,False
R,WL,OK,1,0.43303,333,0.001996007984031936,0.18667872,0.06176430532890012,500,False,0.3888888888888889,0.18018077601410934,2026-08-27T09:18:19,Rainy_Lake,0.004960493214753924,False,not_significant,False
RegFlow,Evap,OK,2,0.47823,326,0.001996007984031936,0.14371804,0.06902654714353311,500,True,1.0,5.5114638447971785e-06,2026-08-27T07:35:40,Rainy_Lake,0.004960493214753924,True,resolved,True
RegFlow,P,OK,1,0.6382,324,0.001996007984031936,0.16563746000000004,0.07063751885894917,500,True,0.8888888888888888,0.00024250440917107584,2026-08-27T08:01:30,Rainy_Lake,0.004960493214753924,True,resolved,True
RegFlow,R,OK,0,0.7901,329,0.001996007984031936,0.21174876,0.06411466538680835,500,True,1.0,5.5114638447971785e-06,2026-08-27T07:50:00,Rainy_Lake,0.004960493214753924,True,unresolved_contemporaneous,True
RegFlow,SWE,OK,1,0.43467,328,0.001996007984031936,0.1525629,0.05466214125507708,500,True,0.8888888888888888,0.00024250440917107584,2026-08-27T07:38:20,Rainy_Lake,0.004960493214753924,True,resolved,True
RegFlow,T,OK,2,0.22233,327,0.09181636726546906,0.14431868,0.05798162622294756,500,True,0.5555555555555556,0.04461529982363316,2026-08-27T07:52:40,Rainy_Lake,0.13578476849118662,False,not_significant,False
RegFlow,WL,OK,1,0.64028,331,0.001996007984031936,0.1764736,0.05593186434439675,500,True,1.0,5.5114638447971785e-06,2026-08-27T07:37:01,Rainy_Lake,0.004960493214753924,True,resolved,True
SWE,Evap,OK,6,0.53493,328,0.001996007984031936,0.16468778,0.06786049779121577,500,True,0.9444444444444445,4.96031746031746e-05,2026-08-27T08:16:22,Rainy_Lake,0.004960493214753924,True,resolved,True
SWE,P,OK,-1,0.39266,325,0.001996007984031936,0.14895104,0.06649578487482044,500,True,1.0,5.5114638447971785e-06,2026-08-27T07:49:10,Rainy_Lake,0.004960493214753924,True,rejected_reverse,False
SWE,R,OK,6,0.47861,329,0.003992015968063872,0.21401938,0.05925213616246759,500,True,1.0,5.5114638447971785e-06,2026-08-27T07:46:58,Rainy_Lake,0.00877825500830799,True,resolved,True
SWE,RegFlow,OK,5,0.43655,320,0.005988023952095809,0.1827418,0.06617974837939472,500,True,0.9444444444444445,4.96031746031746e-05,2026-08-27T07:48:40,Rainy_Lake,0.012963763195258967,True,resolved,True
SWE,T,OK,3,0.51309,329,0.001996007984031936,0.1831358,0.07129218035352825,500,True,0.8333333333333334,0.0008542768959435626,2026-08-27T09:22:32,Rainy_Lake,0.004960493214753924,True,resolved,True
SWE,WL,OK,2,0.22558,333,0.23952095808383234,0.18294799999999997,0.07156442761037078,500,True,0.7777777777777778,0.0024250440917107582,2026-08-27T09:01:49,Rainy_Lake,0.30484485574305936,False,not_significant,False
T,Evap,OK,4,0.46394,328,0.001996007984031936,0.15194964,0.051746896806189255,500,True,0.9444444444444445,4.96031746031746e-05,2026-08-27T07:41:26,Rainy_Lake,0.004960493214753924,True,resolved,True
T,P,OK,-1,0.14044,325,0.27345309381237526,0.11373420000000001,0.049889221637143225,500,True,0.8888888888888888,0.00024250440917107584,2026-08-27T07:43:30,Rainy_Lake,0.3408020753744736,False,not_significant,False
T,R,OK,1,0.18493,331,0.2894211576846307,0.16154392,0.04383274508211413,500,True,0.9444444444444445,4.96031746031746e-05,2026-08-27T07:44:37,Rainy_Lake,0.35647180711890003,False,not_significant,False
T,RegFlow,OK,10,0.22239,315,0.08982035928143713,0.1590253,0.04359509033950956,500,True,0.9444444444444445,4.96031746031746e-05,2026-08-27T09:24:26,Rainy_Lake,0.13377500318511915,False,not_significant,False
T,SWE,OK,0,0.35811,330,0.001996007984031936,0.13506057999999999,0.046264866335736884,500,True,1.0,5.5114638447971785e-06,2026-08-27T07:43:40,Rainy_Lake,0.004960493214753924,True,unresolved_contemporaneous,True
T,WL,OK,6,0.1417,329,0.5149700598802395,0.14588306,0.04067346804535359,500,True,0.9444444444444445,4.96031746031746e-05,2026-08-27T07:43:07,Rainy_Lake,0.5531647702038378,False,not_significant,False
WL,Evap,OK,0,0.30163,328,0.015968063872255488,0.14162448,0.07274822863774486,500,True,0.7222222222222222,0.0058862433862433864,2026-08-27T07:48:10,Rainy_Lake,0.031634843520506155,True,unresolved_contemporaneous,True
WL,P,OK,1,0.56601,326,0.001996007984031936,0.17764056,0.0836471824754809,500,True,1.0,5.5114638447971785e-06,2026-08-27T07:47:34,Rainy_Lake,0.004960493214753924,True,resolved,True
WL,R,OK,0,0.63077,331,0.001996007984031936,0.22394018,0.07084699006286435,500,True,0.9444444444444445,4.96031746031746e-05,2026-08-27T07:39:03,Rainy_Lake,0.004960493214753924,True,unresolved_contemporaneous,True
WL,RegFlow,OK,1,0.73119,321,0.001996007984031936,0.19669484,0.09071898305743072,500,True,0.8888888888888888,0.00024250440917107584,2026-08-27T07:40:14,Rainy_Lake,0.004960493214753924,True,resolved,True
WL,SWE,OK,-3,0.27277,327,0.0998003992015968,0.16866363999999998,0.07596261620264537,500,True,0.9444444444444445,4.96031746031746e-05,2026-08-27T07:38:51,Rainy_Lake,0.1460493646852636,False,not_significant,False
WL,T,OK,3,0.18385,329,0.3333333333333333,0.16241666000000002,0.06515748725852157,500,True,0.7777777777777778,0.0024250440917107582,2026-08-27T07:44:54,Rainy_Lake,0.39999999999999997,False,not_significant,False
Evap,P,OK,10,0.18818,325,0.027944111776447105,0.09987464,0.04028231631957626,500,True,1.0,5.5114638447971785e-06,2026-08-27T08:39:31,Sipiwesk_Lake,0.05147599537766572,False,not_significant,False
